Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Fouls Commited Shoot,Fouls Commited Off,Fouls Drawn Shoot,Fouls Drawn Off,PGA,And1,Blkd,Season
Dāvis Bertāns,PF,28,WAS,57.0,25.68,0.0,0.0,0.0,0.95,0.05,1.8,6.4,0.28,0.14,1.05,0.11,0.53,0.18,1.93,0.18,0.11,2021
DeAndre' Bembry,SF,26,TOR,51.0,19.06,0.04,0.41,0.52,0.03,0.0,0.7,2.0,0.8,0.43,0.59,0.04,0.67,0.18,5.16,0.14,0.41,2021
Jordan Bell,C,26,TOT,6.0,13.67,0.0,0.0,0.0,0.52,0.48,-18.7,-17.6,0.33,0.17,1.0,0.0,0.0,0.17,2.83,0.0,0.5,2021
Malik Beasley,SG,24,MIN,37.0,32.81,0.01,0.91,0.08,0.0,0.0,-7.3,-2.9,0.54,0.68,0.81,0.19,1.0,0.08,5.73,0.3,0.78,2021
Bradley Beal,SG,27,WAS,60.0,35.78,0.01,0.73,0.26,0.0,0.0,-0.6,3.2,1.47,1.08,1.22,0.3,3.43,0.25,10.28,1.1,1.0,2021
Darius Bazley,PF,20,OKC,55.0,31.16,0.0,0.04,0.24,0.68,0.04,-13.4,-5.1,0.95,0.85,0.62,0.18,1.62,0.07,4.45,0.31,0.96,2021
Kent Bazemore,SF,31,GSW,67.0,19.9,0.0,0.39,0.43,0.17,0.01,6.7,9.5,0.6,0.36,1.12,0.13,0.52,0.28,3.9,0.12,0.21,2021
Sekou Doumbouya,PF,20,DET,56.0,15.52,0.0,0.0,0.0,0.93,0.06,-7.0,-3.3,0.16,0.25,0.52,0.2,0.57,0.05,2.0,0.11,0.52,2021
Bam Adebayo,C,23,MIA,64.0,33.48,0.0,0.0,0.0,0.3,0.7,0.4,0.8,1.28,0.72,1.0,0.47,2.41,0.14,13.64,0.69,0.61,2021
Goran Dragić,PG,34,MIA,50.0,26.74,0.67,0.33,0.0,0.0,0.0,0.8,1.3,1.44,0.44,0.9,0.3,0.82,0.18,10.7,0.16,0.46,2021
George Hill,PG,34,TOT,30.0,22.4,0.97,0.03,0.0,0.0,0.0,0.1,3.9,0.57,0.37,0.4,0.0,0.67,0.27,5.87,0.23,0.4,2021
Markus Howard,SG,21,DEN,37.0,5.54,0.48,0.47,0.06,0.0,0.0,-15.0,-21.2,0.38,0.05,0.22,0.0,0.05,0.03,1.14,0.03,0.22,2021
Dwight Howard,C,35,PHI,69.0,17.33,0.0,0.0,0.0,0.01,0.99,-2.2,-11.9,0.39,0.26,1.19,0.72,1.39,0.03,2.0,0.32,0.36,2021
Danuel House Jr.,SF,27,HOU,36.0,25.89,0.0,0.0,0.25,0.61,0.14,-12.1,-5.5,0.53,0.22,1.11,0.14,0.89,0.22,5.0,0.22,0.31,2021
Talen Horton-Tucker,SG,20,LAL,65.0,20.06,0.01,0.27,0.63,0.09,0.0,1.3,-2.0,0.77,0.38,0.83,0.25,0.97,0.2,6.45,0.29,0.51,2021
Al Horford,C,34,OKC,28.0,27.93,0.0,0.0,0.0,0.05,0.95,-6.0,6.2,0.39,0.21,1.0,0.21,0.36,0.04,8.14,0.21,0.36,2021
Rodney Hood,SF,28,TOT,55.0,17.13,0.01,0.25,0.66,0.08,0.0,-6.4,-9.4,0.31,0.18,0.67,0.13,0.27,0.11,2.55,0.07,0.15,2021
Richaun Holmes,C,27,SAC,61.0,29.21,0.0,0.0,0.0,0.0,1.0,0.5,8.4,0.46,0.21,1.95,0.39,1.44,0.08,3.93,0.43,0.49,2021
Rondae Hollis-Jefferson,PF,26,POR,11.0,9.73,0.0,0.0,0.4,0.6,0.0,2.1,0.2,0.09,0.0,0.73,0.09,0.55,0.0,2.91,0.0,0.18,2021
Justin Holiday,SG,31,IND,72.0,30.32,0.03,0.35,0.51,0.11,0.0,-0.7,-1.8,0.42,0.18,1.04,0.04,0.46,0.14,3.96,0.11,0.21,2021
Jrue Holiday,PG,30,MIL,59.0,32.32,0.85,0.15,0.0,0.0,0.0,8.7,7.1,1.2,0.63,0.64,0.1,0.98,0.17,14.51,0.27,0.68,2021
Aaron Holiday,PG,24,IND,66.0,17.82,1.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.59,0.24,0.55,0.06,0.5,0.18,4.47,0.03,0.48,2021
Jaylen Hoard,SF,21,OKC,19.0,16.84,0.0,0.11,0.63,0.26,0.0,-8.9,2.1,0.47,0.26,0.63,0.0,1.16,0.05,2.74,0.16,0.74,2021
Nate Hinton,SG,21,DAL,21.0,4.43,0.0,0.17,0.68,0.15,0.0,-29.2,-32.4,0.14,0.05,0.29,0.0,0.1,0.05,0.9,0.0,0.14,2021
Solomon Hill,PF,29,ATL,71.0,21.31,0.0,0.01,0.53,0.46,0.0,2.0,-1.0,0.35,0.06,0.8,0.08,0.32,0.07,2.58,0.08,0.11,2021
Buddy Hield,SG,28,SAC,71.0,34.27,0.0,0.44,0.53,0.03,0.0,-1.6,6.9,1.1,0.46,1.28,0.07,0.3,0.06,8.15,0.07,0.46,2021
Elijah Hughes,SF,22,UTA,18.0,3.56,0.0,0.02,0.8,0.18,0.0,-26.0,-36.2,0.17,0.11,0.06,0.0,0.0,0.06,0.83,0.0,0.06,2021
Tyler Herro,SG,21,MIA,54.0,30.28,0.28,0.61,0.12,0.0,0.0,-2.8,-5.3,1.19,0.41,0.78,0.13,0.89,0.07,8.35,0.28,0.67,2021
Willy Hernangómez,C,26,NOP,47.0,18.0,0.0,0.0,0.0,0.01,0.99,-0.1,0.6,0.3,0.17,0.77,0.15,0.94,0.09,2.55,0.23,0.55,2021
Juancho Hernangómez,PF,25,MIN,52.0,17.31,0.0,0.0,0.23,0.77,0.0,-4.3,1.5,0.19,0.08,0.38,0.08,0.94,0.02,1.69,0.23,0.37,2021
Gordon Hayward,SF,30,CHO,44.0,34.0,0.0,0.01,0.85,0.15,0.0,0.2,4.2,0.91,0.75,0.73,0.23,1.75,0.07,10.07,0.34,0.64,2021
Killian Hayes,PG,19,DET,26.0,25.77,0.56,0.44,0.01,0.0,0.0,-9.0,-5.6,1.96,0.77,0.92,0.08,0.19,0.19,12.81,0.04,0.46,2021
Jaxson Hayes,C,20,NOP,60.0,16.07,0.0,0.0,0.0,0.09,0.91,-1.0,-0.6,0.23,0.13,0.95,0.18,1.07,0.08,1.42,0.28,0.33,2021
Udonis Haslem,C,40,MIA,1.0,3.0,0.0,0.0,0.0,0.0,1.0,66.7,66.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021
Isaiah Hartenstein,C,22,TOT,46.0,12.15,0.0,0.0,0.0,0.0,1.0,0.4,2.5,0.37,0.09,1.02,0.39,0.72,0.15,2.83,0.2,0.3,2021
Josh Hart,SF,25,NOP,47.0,28.7,0.0,0.09,0.86,0.05,0.0,0.1,1.1,0.51,0.28,1.04,0.13,0.83,0.15,5.62,0.21,0.53,2021
Shaquille Harrison,SG,27,TOT,34.0,9.79,0.01,0.62,0.36,0.0,0.0,-8.2,-14.5,0.09,0.06,0.44,0.06,0.26,0.0,1.94,0.06,0.26,2021
Tobias Harris,PF,28,PHI,62.0,32.48,0.0,0.0,0.0,0.89,0.11,7.3,4.0,0.73,0.61,1.23,0.26,1.26,0.02,8.69,0.23,1.02,2021
Joe Harris,SF,29,BRK,69.0,31.03,0.0,0.24,0.52,0.24,0.0,6.5,4.1,0.61,0.12,0.97,0.07,0.41,0.22,4.62,0.13,0.42,2021
Jalen Harris,SG,22,TOR,13.0,13.23,0.32,0.64,0.04,0.0,0.0,0.3,1.1,0.77,0.23,0.85,0.0,0.38,0.0,3.38,0.08,0.54,2021
Gary Harris,SG,26,TOT,39.0,27.69,0.01,0.79,0.2,0.0,0.0,-4.1,-2.9,0.51,0.21,1.03,0.08,0.9,0.13,4.97,0.21,0.64,2021
Kevin Huerter,SG,22,ATL,69.0,30.81,0.03,0.9,0.07,0.0,0.0,1.8,-2.0,0.72,0.25,1.06,0.03,0.36,0.03,8.33,0.09,0.41,2021
De'Andre Hunter,SF,23,ATL,23.0,29.48,0.0,0.03,0.67,0.3,0.0,6.0,4.2,0.26,0.65,1.13,0.17,1.52,0.43,4.74,0.13,0.35,2021
Jared Harper,PG,23,NYK,8.0,2.0,1.0,0.0,0.0,0.0,0.0,-5.7,-8.3,0.38,0.0,0.12,0.0,0.12,0.0,0.38,0.0,0.0,2021
DaQuan Jeffries,SG,23,TOT,31.0,15.9,0.03,0.35,0.46,0.17,0.0,-5.3,0.7,0.23,0.06,0.9,0.06,0.16,0.16,1.81,0.06,0.26,2021
Andre Drummond,C,27,TOT,46.0,27.0,0.0,0.0,0.0,0.03,0.97,-4.0,-0.2,1.13,0.74,1.35,0.59,2.3,0.2,4.72,0.65,1.48,2021
Tyus Jones,PG,24,MEM,70.0,17.46,1.0,0.0,0.0,0.0,0.0,-3.0,-6.6,0.56,0.09,0.14,0.04,0.3,0.07,8.83,0.04,0.2,2021
Tre Jones,PG,21,SAS,37.0,7.27,0.92,0.08,0.0,0.0,0.0,-16.7,-16.2,0.22,0.11,0.19,0.0,0.27,0.03,2.41,0.03,0.22,2021
Derrick Jones Jr.,SF,23,POR,58.0,22.72,0.01,0.1,0.87,0.02,0.0,-0.1,-3.3,0.31,0.1,1.24,0.1,0.72,0.16,2.07,0.14,0.28,2021
Damian Jones,C,25,TOT,39.0,14.03,0.0,0.0,0.0,0.02,0.99,-5.4,-4.8,0.15,0.15,1.08,0.31,0.72,0.08,1.92,0.15,0.21,2021
Nikola Jokić,C,25,DEN,72.0,34.56,0.0,0.0,0.0,0.01,0.99,6.6,6.4,1.81,0.88,1.42,0.22,2.01,0.07,19.58,0.53,0.86,2021
Tyler Johnson,SG,28,BRK,39.0,17.54,0.12,0.66,0.19,0.03,0.0,4.8,-0.2,0.31,0.1,0.67,0.0,0.18,0.21,2.87,0.0,0.15,2021
Stanley Johnson,PF,24,TOR,61.0,16.49,0.0,0.01,0.37,0.55,0.07,-6.2,-7.7,0.48,0.15,0.84,0.2,0.44,0.08,3.61,0.11,0.25,2021
Keldon Johnson,SF,21,SAS,69.0,28.52,0.0,0.06,0.83,0.12,0.0,-4.1,-5.4,0.42,0.39,1.07,0.16,1.57,0.04,4.06,0.45,0.96,2021
James Johnson,PF,33,TOT,51.0,20.45,0.0,0.01,0.2,0.78,0.01,-5.8,-7.8,0.39,0.35,1.37,0.2,0.75,0.06,4.67,0.22,0.29,2021
Cameron Johnson,PF,24,PHO,60.0,23.95,0.0,0.0,0.05,0.93,0.03,5.6,-0.9,0.3,0.22,0.68,0.05,0.48,0.27,3.5,0.18,0.28,2021
Alize Johnson,PF,24,BRK,18.0,10.5,0.0,0.05,0.39,0.56,0.0,-2.0,-7.4,0.28,0.17,0.5,0.0,0.22,0.06,1.94,0.06,0.44,2021
Isaiah Joe,SG,21,PHI,41.0,9.34,0.59,0.39,0.02,0.0,0.0,-0.3,-6.7,0.17,0.07,0.34,0.02,0.15,0.37,1.12,0.0,0.05,2021
Ty Jerome,SG,23,OKC,33.0,23.88,0.47,0.48,0.05,0.0,0.0,-8.9,2.5,0.82,0.21,1.0,0.09,0.42,0.12,8.79,0.03,0.3,2021
Mike James,PG,30,BRK,13.0,18.15,1.0,0.0,0.0,0.0,0.0,3.2,-1.9,0.92,0.54,0.54,0.0,0.85,0.08,10.69,0.08,0.38,2021
Chandler Hutchison,SF,24,TOT,25.0,13.84,0.0,0.12,0.67,0.21,0.0,-6.3,-5.1,0.24,0.2,0.72,0.12,0.52,0.16,1.68,0.12,0.28,2021
LeBron James,PG,36,LAL,45.0,33.42,0.73,0.26,0.0,0.0,0.0,8.6,10.6,2.24,0.82,0.6,0.22,2.91,0.24,18.56,0.98,0.6,2021
Justin James,SF,24,SAC,36.0,8.61,0.01,0.1,0.69,0.2,0.0,-8.1,-4.9,0.17,0.17,0.31,0.03,0.5,0.06,1.42,0.06,0.25,2021
Reggie Jackson,SG,30,LAC,67.0,23.04,0.65,0.33,0.02,0.0,0.0,8.0,2.7,0.73,0.19,0.87,0.06,0.49,0.15,7.66,0.15,0.3,2021
Justin Jackson,SF,25,TOT,34.0,16.97,0.0,0.31,0.58,0.11,0.0,-4.1,6.8,0.56,0.21,0.41,0.12,0.44,0.21,3.85,0.09,0.18,2021
Josh Jackson,SG,23,DET,62.0,25.16,0.0,0.66,0.34,0.01,0.0,-3.3,2.2,1.03,0.66,1.23,0.4,1.65,0.32,5.34,0.44,1.13,2021
Jaren Jackson Jr.,C,21,MEM,11.0,23.45,0.0,0.0,0.0,0.33,0.67,-12.3,-14.7,0.45,0.36,2.55,0.27,1.73,0.27,2.73,0.45,0.64,2021
Frank Jackson,PG,22,DET,40.0,18.45,0.39,0.61,0.01,0.0,0.0,-0.6,5.0,0.3,0.15,0.68,0.15,0.8,0.2,2.25,0.2,0.4,2021
Wes Iwundu,SF,26,TOT,41.0,13.15,0.0,0.26,0.59,0.16,0.0,-7.8,-9.5,0.22,0.12,0.68,0.02,0.32,0.12,1.02,0.1,0.29,2021
Kyrie Irving,PG,28,BRK,54.0,34.93,0.97,0.03,0.0,0.0,0.0,5.5,1.4,1.5,0.7,1.15,0.11,1.59,0.13,14.44,0.37,1.02,2021
Brandon Ingram,SF,23,NOP,61.0,34.31,0.0,0.1,0.6,0.3,0.0,0.4,2.5,1.26,0.82,1.05,0.28,2.15,0.15,11.49,0.56,0.87,2021
Joe Ingles,SF,33,UTA,67.0,27.87,0.0,0.02,0.41,0.58,0.0,12.0,5.4,1.1,0.31,0.37,0.24,0.49,0.13,11.64,0.13,0.21,2021
Ersan İlyasova,PF,33,UTA,17.0,8.71,0.0,0.0,0.0,0.36,0.64,4.0,-5.8,0.18,0.12,0.94,0.12,0.06,0.18,0.59,0.0,0.24,2021
Andre Iguodala,SF,37,MIA,63.0,21.25,0.0,0.24,0.58,0.18,0.0,-1.6,-2.7,0.7,0.13,0.86,0.08,0.21,0.16,5.54,0.03,0.03,2021
Serge Ibaka,C,31,LAC,41.0,23.29,0.0,0.0,0.0,0.0,1.0,7.8,1.8,0.32,0.29,0.98,0.27,0.68,0.05,4.51,0.22,0.27,2021
Montrezl Harrell,C,27,LAL,69.0,22.9,0.0,0.0,0.0,0.01,0.99,1.2,-2.5,0.35,0.42,1.04,0.19,1.94,0.41,2.52,0.61,0.61,2021
Mason Jones,SG,22,TOT,32.0,10.44,0.33,0.56,0.07,0.05,0.0,-12.9,-6.4,0.59,0.06,0.41,0.06,0.91,0.0,3.16,0.19,0.16,2021
Maurice Harkless,PF-SF,27,TOT,37.0,20.86,0.0,0.01,0.58,0.42,0.0,-2.0,1.6,0.35,0.14,1.35,0.03,0.57,0.05,2.89,0.08,0.24,2021
Terrance Ferguson,SG,22,PHI,13.0,3.77,0.0,0.13,0.59,0.28,0.0,-17.1,-23.0,0.31,0.0,0.31,0.0,0.0,0.0,0.38,0.0,0.0,2021
Wenyen Gabriel,PF,23,NOP,21.0,11.48,0.0,0.0,0.03,0.97,0.0,0.4,1.1,0.29,0.19,0.76,0.14,0.29,0.05,1.33,0.05,0.14,2021
Markelle Fultz,PG,22,ORL,8.0,26.88,0.93,0.06,0.01,0.0,0.0,-4.9,4.3,1.12,0.75,1.25,0.38,1.0,0.12,12.88,0.62,0.88,2021
Enes Freedom,C,28,POR,72.0,24.42,0.0,0.0,0.0,0.02,0.98,4.0,4.1,0.28,0.36,1.57,0.29,1.1,0.03,2.96,0.33,0.94,2021
Tim Frazier,PG,30,MEM,5.0,12.4,1.0,0.0,0.0,0.0,0.0,4.5,3.2,0.8,0.0,0.6,0.0,0.0,0.0,7.8,0.0,0.4,2021
Robert Franks,PF,24,ORL,7.0,14.43,0.0,0.0,0.0,0.85,0.15,-14.4,-5.6,0.0,0.14,0.86,0.0,0.86,0.29,1.71,0.14,0.14,2021
De'Aaron Fox,PG,23,SAC,58.0,35.1,0.98,0.02,0.0,0.0,0.0,-4.5,-2.1,1.55,1.17,1.1,0.14,3.72,0.4,17.29,0.91,1.1,2021
Evan Fournier,SF,28,TOT,42.0,29.98,0.01,0.22,0.69,0.07,0.0,-1.8,4.4,0.83,0.64,1.21,0.1,1.38,0.17,8.38,0.4,0.67,2021
Trent Forrest,PG,22,UTA,30.0,10.07,0.97,0.03,0.0,0.0,0.0,-5.8,-16.8,0.33,0.2,0.3,0.07,0.3,0.0,3.97,0.03,0.1,2021
Bryn Forbes,SG,27,MIL,70.0,19.34,0.4,0.58,0.02,0.0,0.0,2.2,-5.5,0.17,0.09,0.57,0.16,0.31,0.01,1.64,0.09,0.31,2021
Malachi Flynn,PG,22,TOR,47.0,19.74,1.0,0.0,0.0,0.0,0.0,-5.3,-6.2,0.51,0.23,0.72,0.09,0.49,0.06,7.15,0.19,0.28,2021
Malik Fitts,PF,23,LAC,3.0,3.67,0.0,0.0,0.64,0.36,0.0,-24.0,-30.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,2021
Dorian Finney-Smith,PF,27,DAL,60.0,32.02,0.0,0.0,0.47,0.53,0.0,5.3,6.7,0.5,0.1,0.95,0.08,0.37,0.13,4.18,0.08,0.38,2021
Yogi Ferrell,PG,27,TOT,10.0,13.6,1.0,0.0,0.0,0.0,0.0,-0.7,-2.9,0.1,0.0,0.6,0.1,0.4,0.3,5.2,0.1,0.6,2021
Bruno Fernando,C,22,ATL,33.0,6.85,0.0,0.0,0.0,0.0,1.0,-4.7,-7.8,0.18,0.15,0.45,0.18,0.27,0.0,0.7,0.06,0.24,2021
Cristiano Felício,C,28,CHI,18.0,4.67,0.0,0.0,0.0,0.0,1.0,11.4,12.5,0.11,0.06,0.17,0.06,0.39,0.06,1.0,0.0,0.06,2021
Danilo Gallinari,PF,32,ATL,51.0,23.96,0.0,0.0,0.0,0.64,0.36,2.7,0.2,0.37,0.22,1.06,0.12,1.29,0.12,3.69,0.16,0.41,2021
Derrick Favors,C,29,UTA,68.0,15.28,0.0,0.0,0.0,0.02,0.98,1.3,-11.7,0.26,0.06,1.49,0.13,0.54,0.03,1.82,0.18,0.24,2021
Tacko Fall,C,25,BOS,19.0,7.16,0.0,0.0,0.0,0.0,1.0,11.6,11.1,0.05,0.11,0.74,0.11,0.42,0.0,0.47,0.05,0.16,2021
Dante Exum,SG,25,CLE,6.0,19.33,0.03,0.45,0.52,0.0,0.0,4.5,13.4,0.67,0.17,0.67,0.0,0.17,0.67,4.33,0.0,0.0,2021
Drew Eubanks,C,23,SAS,54.0,13.98,0.0,0.0,0.0,0.02,0.98,-5.4,-4.7,0.2,0.19,1.04,0.3,0.8,0.11,1.8,0.19,0.35,2021
James Ennis III,SF,30,ORL,41.0,24.05,0.03,0.3,0.51,0.16,0.0,-3.5,7.6,0.29,0.32,0.98,0.17,0.98,0.29,3.46,0.22,0.46,2021
Joel Embiid,C,26,PHI,51.0,31.08,0.0,0.0,0.0,0.0,1.0,12.4,12.3,1.22,1.06,1.27,0.45,4.41,0.1,6.86,0.82,0.88,2021
Wayne Ellington,SG,33,DET,46.0,22.0,0.0,0.9,0.1,0.0,0.0,-4.2,0.5,0.54,0.11,0.52,0.04,0.17,0.09,3.43,0.04,0.15,2021
Henry Ellenson,PF,24,TOR,2.0,19.0,0.0,0.0,0.0,0.69,0.31,9.8,10.6,0.0,0.0,3.0,0.0,1.0,0.5,6.0,0.0,0.5,2021
CJ Elleby,SF,20,POR,30.0,6.4,0.0,0.48,0.46,0.06,0.0,-3.7,-5.9,0.1,0.07,0.7,0.0,0.23,0.07,0.8,0.03,0.07,2021
Carsen Edwards,SG,22,BOS,31.0,8.9,0.28,0.67,0.06,0.0,0.0,-5.2,-6.7,0.1,0.06,0.42,0.0,0.23,0.1,1.19,0.06,0.16,2021
Anthony Edwards,SG,19,MIN,72.0,32.14,0.0,0.27,0.62,0.1,0.0,-5.3,0.3,0.94,0.76,0.81,0.24,1.92,0.03,7.33,0.47,0.94,2021
Jared Dudley,PF,35,LAL,12.0,6.75,0.0,0.0,0.15,0.64,0.21,0.6,-2.1,0.17,0.0,0.25,0.0,0.0,0.0,1.08,0.0,0.08,2021
Kris Dunn,PG,26,ATL,4.0,11.25,0.42,0.51,0.07,0.0,0.0,-32.8,-35.8,0.0,0.75,0.5,0.0,0.5,0.0,1.5,0.0,0.5,2021
James Harden,PG,31,TOT,44.0,36.57,0.27,0.45,0.29,0.0,0.0,3.1,0.7,2.48,1.09,1.14,0.3,2.7,0.11,25.3,0.45,1.07,2021
Daniel Gafford,C,22,TOT,54.0,14.65,0.0,0.0,0.0,0.14,0.86,3.6,5.6,0.22,0.31,1.31,0.13,0.93,0.22,1.22,0.24,0.22,2021
Kevin Durant,PF,32,BRK,35.0,33.06,0.0,0.0,0.0,0.55,0.45,11.7,10.3,2.0,0.94,1.11,0.2,2.6,0.11,13.06,0.66,0.71,2021
Langston Galloway,SG,29,PHO,40.0,10.95,0.15,0.57,0.27,0.01,0.0,2.9,-3.7,0.18,0.0,0.3,0.1,0.28,0.02,1.58,0.1,0.02,2021
Jerami Grant,SF,26,DET,54.0,33.87,0.0,0.0,0.32,0.68,0.0,-3.4,2.3,1.11,0.46,1.07,0.31,2.81,0.41,6.7,0.43,1.07,2021
Darius Garland,PG,21,CLE,54.0,33.15,1.0,0.0,0.0,0.0,0.0,-6.5,3.9,1.81,0.54,0.87,0.19,0.85,0.35,13.83,0.19,0.67,2021
R.J. Hampton,SG,19,TOT,51.0,17.41,0.17,0.7,0.13,0.0,0.0,-13.6,-9.5,0.63,0.27,0.55,0.08,0.73,0.04,4.12,0.12,0.37,2021
Donta Hall,PF,23,ORL,13.0,13.77,0.0,0.0,0.0,0.32,0.68,-2.3,7.0,0.38,0.08,0.92,0.15,1.08,0.15,2.23,0.31,0.15,2021
Tyrese Haliburton,PG,20,SAC,58.0,30.1,0.22,0.65,0.13,0.0,0.0,-4.8,-2.3,0.93,0.24,0.6,0.03,0.45,0.02,12.43,0.19,0.34,2021
Ashton Hagans,PG,21,MIN,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-40.0,-34.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Rui Hachimura,PF,22,WAS,57.0,31.53,0.0,0.0,0.27,0.71,0.02,-2.7,-1.8,0.3,0.47,1.0,0.19,1.33,0.09,3.56,0.32,0.95,2021
Kyle Guy,PG,23,SAC,31.0,7.58,1.0,0.0,0.0,0.0,0.0,-7.5,-4.2,0.23,0.06,0.32,0.03,0.23,0.06,2.39,0.06,0.16,2021
Blake Griffin,PF,31,TOT,46.0,25.78,0.0,0.0,0.01,0.78,0.21,2.1,2.5,0.63,0.33,1.13,0.2,1.11,0.61,7.67,0.3,0.3,2021
Josh Green,SG,20,DAL,39.0,11.41,0.04,0.41,0.52,0.04,0.0,2.0,-0.3,0.23,0.13,0.38,0.03,0.36,0.13,1.79,0.13,0.21,2021
Jeff Green,PF,34,BRK,68.0,26.99,0.0,0.0,0.17,0.69,0.14,3.7,-2.7,0.32,0.19,1.13,0.12,1.21,0.31,4.12,0.25,0.34,2021
Javonte Green,SF-SG,27,TOT,41.0,11.54,0.06,0.4,0.47,0.07,0.0,3.1,2.5,0.29,0.1,0.49,0.05,0.49,0.07,1.0,0.12,0.12,2021
JaMychal Green,PF,30,DEN,58.0,19.31,0.0,0.0,0.1,0.79,0.12,3.7,-1.6,0.33,0.14,1.41,0.28,0.52,0.02,2.29,0.16,0.47,2021
Draymond Green,PF,30,GSW,63.0,31.46,0.0,0.0,0.0,0.6,0.4,4.9,9.6,2.35,0.25,1.59,0.25,0.65,0.48,21.16,0.22,0.24,2021
Danny Green,SF,33,PHI,69.0,28.03,0.0,0.0,0.85,0.14,0.0,7.3,3.8,0.52,0.14,1.04,0.1,0.19,0.1,3.96,0.03,0.17,2021
Josh Hall,SF,20,OKC,21.0,16.0,0.05,0.48,0.47,0.01,0.0,-13.9,-3.4,0.33,0.48,1.24,0.14,1.14,0.0,3.24,0.19,0.48,2021
Devonte' Graham,PG,25,CHO,55.0,30.16,1.0,0.0,0.0,0.0,0.0,1.8,7.5,1.16,0.29,0.56,0.04,0.98,0.22,12.96,0.07,0.42,2021
Shai Gilgeous-Alexander,SG,22,OKC,35.0,33.71,0.07,0.31,0.62,0.01,0.0,-7.9,4.4,1.69,0.89,0.83,0.2,2.49,0.11,14.94,0.6,1.14,2021
Marc Gasol,C,36,LAL,52.0,19.1,0.0,0.0,0.0,0.0,1.0,3.8,1.7,0.73,0.08,1.17,0.19,0.38,0.13,4.85,0.15,0.1,2021
Eric Gordon,SG,32,HOU,27.0,29.22,0.44,0.53,0.03,0.0,0.0,-4.7,4.4,0.89,0.48,0.85,0.3,1.85,0.0,6.41,0.37,0.7,2021
Rudy Gay,PF,34,SAS,63.0,21.56,0.0,0.0,0.03,0.88,0.09,4.4,10.1,0.44,0.38,0.94,0.11,0.71,0.06,3.3,0.13,0.33,2021
Paul George,SF,30,LAC,54.0,33.72,0.0,0.04,0.9,0.07,0.0,11.4,10.2,2.06,0.8,0.91,0.37,1.85,0.37,12.83,0.39,0.81,2021
Taj Gibson,C,35,NYK,45.0,20.8,0.0,0.0,0.0,0.03,0.98,7.9,7.4,0.27,0.11,1.11,0.09,0.53,0.2,1.91,0.09,0.31,2021
Harry Giles,C,22,POR,38.0,9.16,0.0,0.0,0.0,0.0,1.0,-8.0,-11.1,0.24,0.16,0.87,0.13,0.26,0.05,1.92,0.08,0.21,2021
Tim Hardaway Jr.,SG,28,DAL,70.0,28.36,0.0,0.15,0.8,0.05,0.0,1.2,-2.5,0.3,0.34,0.74,0.2,1.01,0.44,4.41,0.2,0.4,2021
Anthony Gill,PF,28,WAS,26.0,8.38,0.0,0.03,0.12,0.74,0.12,0.1,2.1,0.04,0.15,0.38,0.08,0.19,0.23,0.96,0.08,0.19,2021
Rudy Gobert,C,28,UTA,71.0,30.8,0.0,0.0,0.0,0.0,1.0,16.6,19.1,0.37,0.52,1.14,0.38,2.56,0.2,3.28,0.61,0.58,2021
Precious Achiuwa,PF,21,MIA,61.0,12.08,0.0,0.0,0.0,0.42,0.58,-6.3,-8.0,0.23,0.21,0.79,0.23,0.97,0.1,1.3,0.16,0.52,2021
Brandon Goodwin,PG,25,ATL,47.0,13.19,0.92,0.08,0.0,0.0,0.0,-2.8,-6.5,0.38,0.23,0.28,0.11,0.28,0.06,4.87,0.06,0.4,2021
Aaron Gordon,PF,25,TOT,50.0,27.68,0.0,0.0,0.1,0.9,0.0,2.4,6.2,1.16,0.32,0.82,0.26,1.36,0.06,7.64,0.32,0.58,2021
Freddie Gillespie,PF,23,TOR,20.0,19.6,0.0,0.0,0.03,0.46,0.51,-10.2,-10.6,0.25,0.05,1.2,0.1,0.8,0.1,0.9,0.05,0.4,2021
Svi Mykhailiuk,SF,22,DET,56.0,22.59,0.0,0.05,0.84,0.11,0.0,-1.1,5.1,0.68,0.18,0.62,0.07,0.48,0.18,4.64,0.05,0.43,2020
Abdel Nader,SF,26,OKC,55.0,15.76,0.0,0.02,0.59,0.39,0.0,-5.2,-9.2,0.29,0.15,0.71,0.13,0.6,0.04,1.67,0.18,0.18,2020
Mike Muscala,C,28,OKC,47.0,12.17,0.0,0.0,0.0,0.09,0.92,-1.8,-4.2,0.09,0.09,0.83,0.15,0.15,0.15,2.04,0.04,0.15,2020
Džanan Musa,SF,20,BRK,40.0,12.18,0.0,0.03,0.6,0.35,0.01,-3.0,-2.8,0.45,0.28,0.18,0.08,0.45,0.2,2.72,0.1,0.35,2020
Jamal Murray,PG,22,DEN,59.0,32.27,0.84,0.16,0.0,0.0,0.0,5.5,7.0,1.17,0.56,0.83,0.2,0.98,0.37,11.27,0.24,0.46,2020
